issue_id,status,owner,priority.code,priority.code.numeric,reported.by,elapsed.time,comments,commenters,comments.by.nonowners,commenters.nonowners,owner.bugs,owner.comments,owner.comments.nonowned,total.vertices,c1_c1,c1_c2,c1_c3,c1_c4,c2_c2,c2_c3,c2_c4,c3_c3,c3_c4,c4_c4,repeat.edges,total.distinct,total.edges
27339,Fix Released,Shree Duth Awasthi,Low,3,Shree Duth Awasthi,1640.3894,12,4,5,3,6,34,22,4,6,0,0,3,0,0,3,0,0,1,5,1,6
27340,Fix Released,huangtianhua,Low,3,huangtianhua,1392.7547,15,5,6,4,128,399,33,5,0,1,0,1,0,0,6,0,0,0,4,6,10
27341,Fix Released,huangtianhua,Low,3,huangtianhua,1326.0486,9,4,6,3,128,399,33,4,0,0,0,2,0,0,4,0,0,1,4,2,6
27342,Fix Released,Aaron Rosen,Low,3,Aaron Rosen,1229.5111,9,4,5,3,333,1485,312,4,0,0,0,0,0,0,0,0,0,5,3,3,6
27343,Fix Released,Gary Kotton,Low,3,Gary Kotton,1213.0019,9,3,4,2,299,1583,491,3,0,0,0,0,0,0,0,0,0,4,2,1,3
27344,Fix Released,Xavier Queralt,Low,3,Xavier Queralt,1169.8478,9,4,5,3,25,190,90,4,0,0,0,4,0,0,1,0,0,1,4,2,6
27345,Fix Released,Aditi Raveesh,Low,3,Aditi Raveesh,1157.4608,10,5,6,4,7,24,2,5,1,1,0,7,0,0,1,0,0,0,5,5,10
27346,Fix Released,Tushar Kalra,Low,3,Tushar Kalra,1057.9592,10,5,6,4,10,13,2,5,1,0,0,6,0,0,2,0,0,2,6,4,10
27347,Fix Released,jichenjc,Low,3,Thomas Herve,994.1114,10,6,9,5,82,174,6,6,1,3,0,5,0,0,6,0,0,1,8,7,15
27348,Fix Released,Michael Still,Low,3,Daniel Berrange,951.2686,11,5,7,4,96,1050,741,5,0,0,0,9,0,0,0,0,0,4,6,4,10
27349,Fix Released,Jay Lau,Low,3,Jay Lau,887.765,9,5,5,4,85,342,178,5,0,0,0,0,0,2,1,0,5,2,6,4,10
27350,Fix Released,ChangBo Guo(gcb),Low,3,ChangBo Guo(gcb),886.6275,9,4,7,3,58,699,468,4,0,1,1,3,0,3,3,0,2,1,5,1,6
27352,Fix Released,Ivan Melnikov,Low,3,Ivan Melnikov,875.5694,9,5,6,4,13,58,28,5,0,2,0,4,0,0,4,0,0,1,8,2,10
27353,Fix Released,None,Low,3,Wu Wenxiang,873.1025,9,5,9,5,15804,0,0,5,0,0,0,7,0,0,0,0,0,4,6,4,10
27354,Fix Released,Tracy Jones,Wishlist,2,Tracy Jones,747.0181,8,4,4,3,12,536,515,4,0,0,0,3,0,0,0,0,1,5,6,0,6
27355,Fix Released,Andrea Rosa,Undecided,1,Andrea Rosa,517.2942,10,4,6,3,11,63,19,4,0,0,0,6,0,0,0,0,0,6,6,0,6
27356,Fix Released,Matt Riedemann,Undecided,1,Michael Chapman,1675.0878,14,6,9,5,179,2096,1422,6,0,0,0,11,0,0,0,0,0,9,10,5,15
27357,Fix Released,Arata Notsu,Undecided,1,Arata Notsu,3218.5269,8,4,4,3,24,72,18,4,0,0,0,4,0,0,0,0,0,0,3,3,6
27358,Fix Released,Yaguang Tang,Undecided,1,Yaguang Tang,2364.7283,9,3,5,2,102,387,147,3,0,0,0,0,0,0,0,0,6,0,2,1,3
27359,Fix Released,QiangGuan,Undecided,1,QiangGuan,2357.0494,9,5,7,4,8,25,12,5,0,0,0,7,0,0,0,0,0,3,6,4,10
27360,Fix Released,None,Undecided,1,QiangGuan,2337.0439,7,5,7,5,15804,0,0,5,0,0,0,5,0,0,0,0,0,3,5,5,10
27361,Fix Released,Aaron Rosen,Undecided,1,Aaron Rosen,2216.1067,9,4,5,3,333,1485,312,4,0,0,0,0,0,0,0,0,0,5,3,3,6
27362,Fix Released,Adrien Cunin,Undecided,1,Daryl Walleck,2215.2083,10,5,7,4,3,33,19,5,0,0,3,0,0,0,0,0,4,0,4,6,10
27363,Fix Released,None,Undecided,1,Andrew Melton,2057.7717,6,4,6,4,15804,0,0,4,0,0,0,4,0,0,0,0,0,0,3,3,6
27364,Fix Released,Alex Xu,Undecided,1,Alex Xu,1905.8808,10,4,5,3,96,290,32,4,0,0,0,0,0,0,5,0,0,0,3,3,6
27365,Fix Released,Alex Xu,Undecided,1,Alex Xu,1723.9767,9,3,5,2,96,290,32,3,0,0,0,0,0,0,5,0,0,0,2,1,3
27366,Fix Released,Ivan-Zhu,Undecided,1,Ivan-Zhu,1569.2708,9,4,5,3,28,78,30,4,0,0,0,5,0,0,0,0,0,0,3,3,6
27367,Fix Released,Phil Day,Undecided,1,Phil Day,1568.4322,8,4,5,3,54,262,101,4,0,0,0,0,0,0,4,0,1,0,3,3,6
27368,Fix Released,Ivan-Zhu,Undecided,1,Ivan-Zhu,1514.3183,9,4,5,3,28,78,30,4,0,0,0,5,0,0,0,0,0,0,3,3,6
27369,Fix Released,Victor Stinner,Undecided,1,Victor Stinner,1432.4731,10,5,6,4,2,9,5,5,0,0,0,6,0,0,0,0,0,4,5,5,10
27370,Fix Released,None,Undecided,1,Dan Smith,1400.09,7,4,7,4,15804,0,0,4,0,0,0,0,0,0,3,0,1,1,4,2,6
27371,Fix Released,None,Undecided,1,zhangyanzi,1397.5647,6,4,6,4,15804,0,0,4,0,0,0,4,0,0,0,0,0,0,3,3,6
27372,Fix Released,Alex Xu,Undecided,1,Alex Xu,1385.5344,9,4,5,3,96,290,32,4,0,0,0,0,0,0,6,0,0,0,3,3,6
27373,Fix Released,Daniel Kuffner,Undecided,1,Daniel Kuffner,1376.7669,11,5,5,4,7,39,2,5,0,0,0,8,0,0,0,0,0,4,6,4,10
27374,Fix Released,Ken'ichi Ohmichi,Undecided,1,Ken'ichi Ohmichi,1350.1492,8,4,5,3,67,227,42,4,0,0,0,4,0,0,1,0,0,0,3,3,6
27375,Fix Released,None,Undecided,1,Brian Elliott,1301.8486,6,4,6,4,15804,0,0,4,0,0,0,4,0,0,0,0,0,0,3,3,6
27376,Fix Released,Pavel Kirpichyov,Undecided,1,Pavel Kirpichyov,1182.485,9,4,6,3,8,19,8,4,1,0,0,7,0,0,0,0,0,0,4,2,6
27377,Fix Released,None,Undecided,1,Roman Podoliaka,1173.5225,6,4,6,4,15804,0,0,4,0,0,0,0,0,0,3,0,1,0,3,3,6
27378,Fix Released,huangtianhua,Undecided,1,huangtianhua,870.3906,8,4,5,3,128,399,33,4,0,0,0,2,0,0,3,0,0,0,3,3,6
27379,Fix Released,Anuj Mathur,Undecided,1,Anuj Mathur,868.1783,9,4,5,3,2,4,0,4,0,0,0,5,0,0,0,0,0,3,5,1,6
27380,Fix Released,None,Undecided,1,Doug Hellmann,853.3428,21,5,21,5,15804,0,0,5,1,0,0,12,0,0,0,0,0,14,6,4,10
27382,Fix Released,Jay Lau,Undecided,1,Jay Lau,820.0706,8,4,5,3,85,342,178,4,0,0,0,0,0,0,0,0,5,4,5,1,6
27383,Fix Released,Qiu Yu,Undecided,1,Qiu Yu,787.7497,10,6,7,5,18,176,135,6,1,0,0,5,0,0,3,0,0,4,9,6,15
27385,Fix Released,Rui Chen,Undecided,1,Rui Chen,731.1175,8,4,5,3,20,55,17,4,0,0,0,5,0,0,0,0,0,5,6,0,6
27386,Fix Released,Dan Smith,Undecided,1,Dan Smith,679.1486,6,3,4,2,99,284,98,3,0,0,0,0,0,0,3,0,1,0,2,1,3
27387,Fix Released,None,Undecided,1,Dan Smith,494.1483,5,3,5,3,15804,0,0,3,0,0,0,0,0,0,2,0,1,0,2,1,3
27388,Fix Released,ling-yun,Undecided,1,ling-yun,476.9694,8,4,5,3,47,196,115,4,0,0,0,5,0,0,0,0,0,1,3,3,6
27389,Fix Released,None,Undecided,1,Dirk Mueller,476.1567,10,4,10,4,15804,0,0,4,0,0,1,4,0,0,3,0,3,5,5,1,6
27390,Fix Released,None,Undecided,1,Nikola ?ipanov,387.8144,6,3,6,3,15804,0,0,3,0,0,0,4,0,0,0,0,0,0,2,1,3
27391,Fix Released,Russell Bryant,Critical,6,Matthew Treinish,291.0431,10,5,9,4,142,4048,3374,5,0,0,2,1,0,0,4,0,6,4,8,2,10
27392,Fix Released,Russell Bryant,Critical,6,Christopher Yeoh,214.9289,26,6,25,5,142,4048,3374,6,0,0,0,0,0,0,11,0,13,52,11,4,15
27393,Fix Released,Russell Bryant,Critical,6,Haiwei Xu,2099.9256,17,6,16,5,142,4048,3374,6,0,0,0,15,0,0,0,0,0,15,10,5,15
27394,Fix Released,Russell Bryant,Critical,6,Jorge,1069.5558,10,7,9,6,142,4048,3374,7,1,0,0,14,0,0,0,0,0,10,14,7,21
27395,Fix Released,Qiu Yu,Critical,6,Joe Gordon,1064.8931,33,6,31,5,18,176,135,6,0,0,0,0,0,0,23,0,0,61,11,4,15
27396,Fix Released,Gary Kotton,Critical,6,Ryan Hsu,1006.6928,17,6,12,5,299,1583,491,6,2,0,5,11,0,0,0,1,9,2,10,5,15
27397,Fix Released,Ben Nemec,Critical,6,Ben Nemec,609.8453,18,7,10,6,32,405,314,7,0,1,0,3,0,0,9,0,2,2,9,12,21
27398,Fix Released,Ben Nemec,Critical,6,Ben Nemec,570.5017,18,7,10,6,32,405,314,7,0,1,0,3,0,0,9,0,2,1,9,12,21
27399,Fix Released,Eric Windisch,Critical,6,Eric Windisch,7.1344,11,4,6,3,23,58,36,4,0,0,0,6,0,0,0,0,0,1,4,2,6
27400,Fix Released,Alessandro Pilotti,Critical,6,Alessandro Pilotti,493.5681,21,5,13,4,76,380,167,5,0,0,0,0,0,0,0,0,15,9,7,3,10
27401,Fix Released,Mark McLoughlin,High,5,Mark McLoughlin,102.4936,8,3,5,2,106,6378,5229,3,0,0,0,0,0,0,0,0,0,8,3,0,3
27403,Fix Released,Gary Kotton,High,5,Kartik Bommepally,96.3669,25,9,22,8,299,1583,491,9,4,0,6,22,0,0,0,0,14,10,18,18,36
27404,Fix Released,Gary Kotton,High,5,Gary Kotton,4361.1631,26,12,20,11,299,1583,491,12,15,2,0,47,0,0,5,0,0,27,29,37,66
27405,Fix Released,Gary Kotton,High,5,Gary Kotton,3215.9233,13,5,6,4,299,1583,491,5,0,0,0,0,0,0,0,0,1,7,6,4,10
27406,Fix Released,Sean M. Collins,High,5,Sean M. Collins,3026.2267,11,5,8,4,9,63,53,5,0,0,0,8,0,0,0,0,0,7,6,4,10
27407,Fix Released,Grant Murphy,High,5,Jeremy Stanley,2930.8858,52,8,42,7,10,318,213,8,29,0,0,69,0,0,0,0,0,14,23,5,28
27408,Fix Released,Nikola ?ipanov,High,5,Loganathan Parthipan,2663.8697,52,8,43,7,47,111,87,8,29,0,0,66,0,0,0,0,0,14,21,7,28
27409,Fix Released,Gary Kotton,High,5,Vui Lam,1824.8989,26,9,21,8,299,1583,491,9,5,0,0,31,0,0,0,0,0,17,23,13,36
27410,Fix Released,Phil Day,High,5,Phil Day,2641.9717,12,6,7,5,54,262,101,6,2,9,0,8,0,0,1,0,3,0,12,3,15
27411,Fix Released,Radoslav Gerganov,High,5,Radoslav Gerganov,2510.5117,36,10,30,9,14,37,10,10,4,1,4,32,0,0,10,0,6,33,31,14,45
27412,Fix Released,Maithem,High,5,Maithem,2466.7003,15,5,11,4,3,25,15,5,4,0,7,7,0,0,0,0,4,0,7,3,10
27413,Fix Released,Gary Kotton,High,5,Gary Kotton,2347.3394,16,6,8,5,299,1583,491,6,0,0,0,2,0,0,0,0,1,14,12,3,15
27414,Fix Released,Phil Day,High,5,Phil Day,2171.2889,11,5,5,4,54,262,101,5,0,3,0,2,0,0,6,0,2,0,6,4,10
27415,Fix Released,Shawn Hartsock,High,5,Matt Riedemann,2158.3039,20,6,9,5,18,410,339,6,0,0,0,0,0,2,4,0,11,5,8,7,15
27416,Fix Released,jichenjc,High,5,jichenjc,2130.9861,11,4,8,3,82,174,6,4,0,0,0,8,0,0,0,0,0,0,3,3,6
27417,Fix Released,Gary Kotton,High,5,Ryan Hsu,1843.9781,15,4,9,3,299,1583,491,4,0,0,0,11,0,0,0,0,0,6,6,0,6
27418,Fix Released,Gary Kotton,High,5,Ryan Hsu,1493.1125,11,5,7,4,299,1583,491,5,0,0,1,8,0,0,0,0,6,2,7,3,10
27419,Fix Released,Russell Bryant,High,5,Joe Gordon,1383.3864,26,6,24,5,142,4048,3374,6,0,0,0,0,0,0,0,0,0,78,14,1,15
27420,Fix Released,Jay Lee,High,5,Jay Lee,1383.32,21,9,17,8,4,24,14,9,1,0,2,23,0,0,0,0,7,26,17,19,36
27421,Fix Released,None,High,5,Vish Ishaya,1023.6936,20,8,20,8,15804,0,0,8,0,1,1,5,0,0,1,0,12,21,18,10,28
27422,Fix Released,Gary Kotton,High,5,Gary Kotton,996.4747,10,3,4,2,299,1583,491,3,0,0,0,0,0,0,0,0,0,5,2,1,3
27423,Fix Released,Gary Kotton,High,5,Gary Kotton,828.5706,9,3,4,2,299,1583,491,3,0,0,0,0,0,0,0,0,0,4,2,1,3
27424,Fix Released,Alessandro Pilotti,High,5,Alessandro Pilotti,819.4253,16,3,6,2,76,380,167,3,0,0,0,0,0,0,2,0,4,4,3,0,3
27425,Fix Released,Andrew Laski,High,5,Andrew Laski,669.8058,10,4,5,3,71,355,150,4,0,1,0,0,0,0,4,0,0,0,3,3,6
27426,Fix Released,None,High,5,Dan Smith,671.9317,5,3,5,3,15804,0,0,3,0,0,0,0,0,0,2,0,1,0,2,1,3
27427,Fix Released,Bob Ball,High,5,Bob Ball,502.9653,8,4,5,3,31,165,75,4,0,0,0,5,0,0,0,0,0,3,5,1,6
27428,Fix Released,Shawn Hartsock,High,5,Dan Smith,468.5961,14,5,6,4,18,410,339,5,0,0,0,0,0,8,3,0,3,2,6,4,10
27429,Fix Released,Sean Dague,High,5,Sean Dague,301.2031,11,5,6,4,111,1748,1500,5,0,0,0,0,0,0,3,0,0,9,6,4,10
27430,Fix Released,Aditi Raveesh,Medium,4,Bob Ball,208.3528,14,7,13,6,7,24,2,7,3,2,5,6,0,0,0,0,0,1,9,12,21
27431,Fix Released,Anton,Medium,4,Joe Gordon,141.5297,16,8,12,7,3,9,2,8,1,0,5,13,0,0,0,0,2,7,11,17,28
27432,Fix Released,wangpan,Medium,4,wangpan,6218.1456,11,5,9,4,32,107,14,5,0,0,1,8,0,0,0,0,0,4,7,3,10
27433,Fix Released,Phil Day,Medium,4,Phil Day,5172.9967,10,3,4,2,54,262,101,3,0,0,0,0,0,2,3,0,2,2,3,0,3
27434,Fix Released,Hans Lindgren,Medium,4,Hans Lindgren,3851.7322,7,3,5,2,51,168,40,3,0,0,0,5,0,0,0,0,0,3,3,0,3
27435,Fix Released,Radoslav Gerganov,Medium,4,Radoslav Gerganov,3816.7953,14,5,11,4,14,37,10,5,3,0,6,5,0,0,0,0,5,0,7,3,10
27436,Fix Released,Gary Kotton,Medium,4,Gary Kotton,3334.6042,11,5,6,4,299,1583,491,5,0,0,0,0,0,0,0,0,1,5,4,6,10
27437,Fix Released,Jay Bryant,Medium,4,Jay Bryant,3068.5778,19,7,15,6,61,523,348,7,0,1,0,4,0,0,12,0,11,13,16,5,21
27438,Fix Released,Phil Day,Medium,4,Phil Day,3029.8536,10,3,4,2,54,262,101,3,0,0,0,0,0,0,0,0,4,0,2,1,3
27439,Fix Released,John Garbutt,Medium,4,John Garbutt,2900.1197,6,3,4,2,91,684,357,3,0,0,0,0,0,0,0,0,0,4,2,1,3
27440,Fix Released,moorryan,Medium,4,Phil Day,2687.8847,10,5,8,4,8,35,10,5,0,4,0,4,0,0,0,0,4,0,7,3,10
27441,Fix Released,Alvaro Lopez,Medium,4,Alvaro Lopez,2641.3025,11,6,7,5,35,155,37,6,1,0,0,11,0,0,0,0,0,2,9,6,15
27442,Fix Released,Alvaro Lopez,Medium,4,Alvaro Lopez,2497.9769,9,5,5,4,35,155,37,5,0,1,0,4,0,0,3,0,0,0,5,5,10
27443,Fix Released,David Ripton,Medium,4,David Ripton,2496.4386,19,7,13,6,26,120,75,7,1,0,1,12,0,0,7,0,5,18,13,8,21
27444,Fix Released,Sidharth Surana,Medium,4,Shawn Hartsock,2472.0878,19,6,18,5,2,2,1,6,0,1,2,3,0,0,0,0,15,2,12,3,15
27445,Fix Released,Radoslav Gerganov,Medium,4,Radoslav Gerganov,2463.6142,10,5,7,4,14,37,10,5,0,0,0,7,0,0,0,0,0,5,6,4,10
27446,Fix Released,Cedric Brandily,Medium,4,Cedric Brandily,2225.3311,10,6,7,5,31,193,90,6,2,0,0,5,0,0,4,0,0,3,9,6,15
27447,Fix Released,Daniel Kuffner,Medium,4,Daniel Kuffner,2013.3744,9,5,6,4,7,39,2,5,0,1,0,5,0,0,1,0,0,0,5,5,10
27448,Fix Released,Daniel Kuffner,Medium,4,Daniel Kuffner,1965.5353,14,6,7,5,7,39,2,6,1,4,0,4,0,0,3,0,0,0,6,9,15
27449,Fix Released,Shuangtai Tian,Medium,4,Shuangtai Tian,1939.8406,8,3,2,2,12,59,15,3,0,0,0,5,0,0,0,0,0,1,2,1,3
27450,Fix Released,wangpan,Medium,4,wangpan,1938.4478,20,6,15,5,32,107,14,6,0,0,0,15,0,0,0,0,0,3,7,8,15
27451,Fix Released,Aaron Rosen,Medium,4,Aaron Rosen,1470.6497,11,3,5,2,333,1485,312,3,0,0,0,0,0,0,0,0,0,5,2,1,3
27452,Fix Released,Liyingjun,Medium,4,Vahid Hashemian,1139.0475,15,6,14,5,128,461,156,6,1,5,0,9,0,0,8,0,0,2,12,3,15
27453,Fix Released,Russell Bryant,Medium,4,Cyril Roelandt,1046.0353,11,5,7,4,142,4048,3374,5,1,0,0,14,0,0,0,0,0,1,6,4,10
27454,Fix Released,None,Medium,4,Pedro Marques,1020.6111,14,6,14,6,15804,0,0,6,6,0,7,8,0,0,1,0,4,0,9,6,15
27455,Fix Released,Haiwei Xu,Undecided,1,Haiwei Xu,952.2025,9,4,6,3,39,153,37,4,0,0,1,5,0,0,0,0,1,0,3,3,6
27456,Fix Released,Édouard Thuleau,Undecided,1,Édouard Thuleau,877.8647,8,3,5,2,31,199,88,3,0,0,0,0,0,0,5,0,0,0,2,1,3
27457,Fix Released,Belmiro Moreira,Undecided,1,Belmiro Moreira,891.8731,8,4,5,3,7,55,37,4,0,0,0,5,0,0,0,0,0,4,5,1,6
27458,Fix Released,None,Undecided,1,Steven Hardy,700.9225,21,7,21,7,15804,0,0,7,0,0,0,4,0,0,2,0,10,20,15,6,21
27461,Fix Released,Liyingjun,Undecided,1,Liyingjun,688.8378,15,5,10,4,128,461,156,5,0,0,0,6,0,0,2,0,4,0,4,6,10
27462,Fix Released,Daniel Kuffner,Undecided,1,Daniel Kuffner,649.9322,10,4,5,3,7,39,2,4,0,0,0,7,0,0,0,0,0,0,3,3,6
27463,Fix Released,Ken'ichi Ohmichi,Undecided,1,Ken'ichi Ohmichi,648.0708,8,3,5,2,67,227,42,3,0,0,0,1,0,0,4,0,0,0,2,1,3
27464,Fix Released,Tiantian Gao,Undecided,1,Tiantian Gao,573.9161,17,5,12,4,22,113,49,5,0,0,0,18,0,0,0,0,0,3,6,4,10
27465,Fix Released,John Warren,Undecided,1,John Warren,559.8511,9,5,7,4,9,29,6,5,1,0,0,12,0,0,0,0,0,4,9,1,10
27466,Fix Released,jichenjc,Undecided,1,jichenjc,299.5908,8,3,5,2,82,174,6,3,0,0,0,5,0,0,0,0,0,3,3,0,3
27467,Fix Released,wangpan,Undecided,1,wangpan,525.2589,15,4,12,3,32,107,14,4,0,0,0,12,0,0,0,0,0,1,4,2,6
27468,Fix Released,Ken'ichi Ohmichi,Undecided,1,Ken'ichi Ohmichi,511.3439,8,3,5,2,67,227,42,3,0,0,0,1,0,0,4,0,0,0,2,1,3
27469,Fix Released,Xavier Queralt,Undecided,1,Xavier Queralt,460.4308,9,4,5,3,25,190,90,4,0,0,0,0,0,0,5,0,0,1,4,2,6
27470,Fix Released,Liyingjun,Undecided,1,Liyingjun,366.0936,8,3,5,2,128,461,156,3,0,0,0,0,0,0,1,0,4,0,2,1,3
27471,Fix Released,None,Undecided,1,Johannes Erdfelt,339.7911,6,3,6,3,15804,0,0,3,0,0,0,0,0,0,0,0,4,0,2,1,3
27472,Fix Released,Bob Ball,Medium,4,Bob Ball,150.0208,11,6,8,5,31,165,75,6,0,0,2,6,0,0,0,0,3,4,9,6,15
27473,Fix Released,Lance Bragstad,Medium,4,Lance Bragstad,117.6278,12,5,8,4,32,156,114,5,0,0,0,8,0,0,0,0,0,4,7,3,10
27474,Fix Released,Dan Smith,Medium,4,Robert Collins,841.0681,12,5,12,5,99,284,98,5,0,0,0,0,0,0,0,0,6,10,6,4,10
27475,Fix Released,Gary Kotton,Medium,4,Gary Kotton,826.8067,11,4,4,3,299,1583,491,4,0,0,0,0,0,0,0,0,1,3,3,3,6
27476,Fix Released,None,Medium,4,Brian Elliott,802.5183,9,5,9,5,15804,0,0,5,0,2,0,4,0,0,4,0,0,0,7,3,10
27477,Fix Released,John Garbutt,Medium,4,John Garbutt,673.8247,9,4,5,3,91,684,357,4,0,0,0,0,0,0,0,0,1,5,4,2,6
27478,Fix Released,Philip Marc Schwartz,Medium,4,Jesse Keating,665.6669,9,6,8,5,1,1,0,6,1,0,0,12,0,0,0,0,0,3,7,8,15
27479,Fix Released,Alessandro Pilotti,Medium,4,Alessandro Pilotti,648.9797,12,3,4,2,76,380,167,3,0,0,0,0,0,0,0,0,4,0,2,1,3
27480,Fix Released,Gary Kotton,Medium,4,Gary Kotton,473.5247,10,3,3,2,299,1583,491,3,0,0,0,0,0,0,0,0,0,3,2,1,3
27481,Fix Released,Brian Elliott,Medium,4,Brian Elliott,452.0781,10,5,8,4,45,119,24,5,0,0,0,8,0,0,0,0,0,3,6,4,10
27482,Fix Released,Christopher Yeoh,Medium,4,Christopher Yeoh,409.8131,10,4,6,3,83,384,188,4,0,0,0,0,0,0,0,0,6,2,3,3,6
27483,Fix Released,jichenjc,Low,3,Christopher Lefelhocz,348.005,10,5,9,4,82,174,6,5,3,1,0,5,0,0,5,0,0,0,5,5,10
27484,Fix Released,Phil Day,Low,3,Phil Day,61.7592,10,3,4,2,54,262,101,3,0,0,0,0,0,2,3,0,2,2,3,0,3
27485,Fix Released,sahid,Low,3,John Garbutt,4843.9492,9,6,8,5,60,189,82,6,1,0,2,4,0,0,0,0,2,3,8,7,15
27486,Fix Released,Pádraig Brady,Low,3,Pádraig Brady,3816.4672,9,4,4,3,47,342,175,4,0,0,0,0,0,0,0,0,4,4,5,1,6
27487,Fix Released,John Garbutt,Low,3,John Garbutt,3653.8831,6,3,4,2,91,684,357,3,0,0,0,0,0,0,0,0,0,4,2,1,3
27488,Fix Released,Vladik Romanovsky,Low,3,Jay Lau,3505.4042,15,7,12,6,26,95,29,7,3,0,6,6,0,0,0,0,9,1,12,9,21
27489,Fix Released,Radoslav Gerganov,Low,3,Shawn Hartsock,3025.6158,14,6,13,5,14,37,10,6,3,0,4,7,0,0,0,0,7,3,10,5,15
27490,Fix Released,Chen Xiao,Low,3,Chen Xiao,2626.1033,10,5,6,4,23,61,7,5,0,0,0,7,0,0,0,0,0,2,4,6,10
27491,Fix Released,Bob Ball,Low,3,Bob Ball,2563.67,11,4,5,3,31,165,75,4,0,0,0,5,0,0,0,0,0,4,5,1,6
27492,Fix Released,Bob Ball,Low,3,Bob Ball,2165.8703,14,3,4,2,31,165,75,3,0,0,0,4,0,0,0,0,0,3,3,0,3
27493,Fix Released,Edward Hope-Morley,Low,3,Edward Hope-Morley,2158.7719,9,4,5,3,51,258,37,4,0,1,0,0,0,0,4,0,4,0,4,2,6
27494,Fix Released,sahid,Low,3,hougangliu,2063.8989,11,7,10,6,60,189,82,7,4,0,0,8,0,0,4,0,0,1,10,11,21
27495,Fix Released,Jay Lau,Low,3,Jay Lau,2061.6447,10,3,5,2,85,342,178,3,0,0,0,0,0,0,0,0,7,4,3,0,3
27496,Fix Released,Dan Prince,Low,3,Dan Prince,2044.3853,11,4,4,3,416,2684,783,4,0,0,0,0,0,0,0,0,0,4,3,3,6
27497,Fix Released,huangtianhua,Low,3,huangtianhua,1740.6781,9,5,6,4,128,399,33,5,0,0,0,1,0,0,5,0,0,1,4,6,10
27498,Fix Released,Phil Day,Low,3,Phil Day,1386.7489,10,4,5,3,54,262,101,4,0,0,0,0,0,0,2,0,3,4,5,1,6
27499,Fix Released,Vladik Romanovsky,Low,3,iain MacDonnell,1379.1994,12,5,9,4,26,95,29,5,3,0,0,14,0,0,0,0,0,3,8,2,10
27500,Fix Released,Matt Riedemann,Low,3,Matt Riedemann,886.1142,11,4,6,3,179,2096,1422,4,0,0,0,0,0,0,0,0,0,11,4,2,6
27501,Fix Released,Russell Bryant,Low,3,Sean M. Collins,876.1297,12,6,8,5,142,4048,3374,6,0,0,0,10,0,0,0,0,0,6,7,8,15
27502,Fix Released,Matt Riedemann,Low,3,Matt Riedemann,807.4275,10,3,4,2,179,2096,1422,3,0,0,0,0,0,0,0,0,0,4,2,1,3
27503,Fix Released,Andrew Laski,Low,3,Andrew Laski,789.0314,6,4,4,3,71,355,150,4,0,1,0,1,0,0,3,0,0,0,3,3,6
27504,Fix Released,Pádraig Brady,Wishlist,2,Gaurav Gupta,682.3547,18,12,16,11,47,342,175,11,16,0,10,21,0,0,3,0,5,4,24,31,55
27505,Fix Released,David Jia,Wishlist,2,David Jia,667.3528,9,5,7,4,7,46,37,5,0,0,0,7,0,0,0,0,0,8,9,1,10
27506,Fix Released,Rohan,Wishlist,2,Tushar Kalra,20272.1,12,6,11,5,58,100,33,6,3,0,0,19,0,0,0,0,0,2,8,7,15
27507,Fix Released,Gary Kotton,Wishlist,2,Gary Kotton,5672.1258,11,4,4,3,299,1583,491,4,0,0,0,0,0,0,0,0,0,5,4,2,6
27508,Fix Released,Vladik Romanovsky,Undecided,1,yasunori jitsukawa,1842.1983,12,8,11,7,26,95,29,8,8,2,0,12,0,0,1,0,0,1,17,11,28
27509,Fix Released,None,Undecided,1,Phil Day,479.22,7,4,7,4,15804,0,0,4,0,0,0,0,0,0,1,0,4,1,4,2,6
27510,Fix Released,Jay Lau,Undecided,1,Boden R,4255.1186,10,7,9,6,85,342,178,7,2,0,4,6,0,0,0,0,2,0,10,11,21
27511,Fix Released,Gary Kotton,Undecided,1,Aaron Rosen,3746.0964,12,5,9,4,299,1583,491,5,0,0,0,0,0,0,0,0,0,15,9,1,10
27512,Fix Released,David McNally,Undecided,1,David McNally,3235.1289,8,4,5,3,13,37,7,4,0,0,0,5,0,0,0,0,0,5,6,0,6
27513,Fix Released,Alvaro Lopez,Undecided,1,Alvaro Lopez,3063.6794,10,5,5,4,35,155,37,5,1,0,0,7,0,0,0,0,0,1,7,3,10
27514,Fix Released,Haomai Wang,Undecided,1,weiguo sun,2972.9275,13,8,10,7,13,83,51,8,13,4,4,9,0,1,0,0,0,0,14,14,28
27515,Fix Released,Rui Chen,Undecided,1,Rui Chen,2548.2756,8,4,5,3,20,55,17,4,0,0,0,5,0,0,0,0,0,5,6,0,6
27516,Fix Released,None,Undecided,1,Stanislaw Pitucha,2351.7422,10,7,10,7,15804,0,0,7,1,0,0,14,0,0,0,0,0,10,17,4,21
27517,Fix Released,Daniel Kuffner,Undecided,1,Daniel Kuffner,2165.5431,14,4,4,3,7,39,2,4,0,0,0,4,0,0,0,0,0,0,3,3,6
27518,Fix Released,None,Undecided,1,Daniel Berrange,2158.9847,9,5,9,5,15804,0,0,5,0,0,0,6,0,0,0,0,0,2,5,5,10
27519,Fix Released,Ripal Nathuji,Undecided,1,Ripal Nathuji,2059.2011,9,5,6,4,3,6,1,5,1,0,0,8,0,0,0,0,0,3,8,2,10
